id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
35,Raffles Boutique Signature Souvenirs,https://www.klook.com/en-US/activity/85517-raffles-boutique-signature-souvenirs/,"Highlights
RAFFLES BOUTIQUE
Located in the iconic Raffles Hotel Singapore, Raffles Boutique takes its place of honour to front the Seah Street entrance at the restored Raffles Arcade to provide a unique experience that takes shoppers back in time.
Featuring a retail concept that embraces luxury and heritage, shoppers are able to browse through well-loved souvenirs, home decorations as well as gourmet products set amidst a heritage gallery specially curated to reflect the rich and illustrious history of Raffles Hotel Singapore as one of Singapore’s key icons for over a century.
Enjoy these popular favourites which encompass the very essence of our iconic Grande Dame.
Receive a complimentary Singapore Sling Keychain souvenir with every order of Raffles Signature  Bundle! (subject to stock availability) (only applicable for Raffles Signature Kaya Jam & Pineapple Tarts/ Pandan Kaya Tarts Bundle, 5 x Raffles Signature Kaya Jam)
Raffles Boutique is open daily from 11am to 7pm.",14,,Museums,https://res.klook.com/image/upload/activities/qsbxhs9xqldotofcc82u.jpg,2000,4.8,35,"['Easy refund', 'Instant confirmation', 'Book now for today']",false
36,iFly Singapore,https://www.klook.com/en-US/activity/139-ifly-singapore/,"What To Expect from iFly Singapore
Experience what it's like to skydive without the dangers and cost of doing a tandem jump! iFly introduces the new sport of bodyflying, where participants are given the chance to hover and 'fly' inside the world's first themed wind tunnel. With patented technology, the 16.5ft-wide, five storey-high tunnel propels flyers through powerful airspeeds, replicating the jump experienced from a plane. You will receive training from professional instructors and get suited up in sky diving gear before doing your jump, ensuring that safety grounds are covered before entering the tunnel and experiencing the rush of a sky dive!",109,89,Indoor games,https://res.klook.com/image/upload/activities/xje5wyzzp9a0ipblgsqc.jpg,20000,4.6,1382,"['Bestseller', 'Instant confirmation', 'Combo: 10% off']",false
37,Kiztopia Ticket in Singapore (Punggol),https://www.klook.com/en-US/activity/72003-kiztopia-ticket-singapore-punggol/,"What to expect
Get ready for a wholesome play experience with Kiztopia's safari-themed wonderland! Delve into the ‘wilderness’ and explore play areas such as roleplay rooms, AR interactive games, sandpit, trampoline, and even obstacle courses! The play space also comes with a full-fledged restaurant and event spaces fit for a memorable birthday experience!",12,,Playgrounds,https://res.klook.com/image/upload/activities/re92suo1mz3dl3mafcuz.jpg,10000,4.6,293,"['Bestseller', 'Instant confirmation']",false
38,Sentosa 4D Adventureland Ticket,https://www.klook.com/en-US/activity/136-sentosa-4d-adventureland-singapore/,"What To Expect from Sentosa 4D Adventureland
Gain access to three of Sentosa's most surreal 4D experiences - the first of their kind in Asia! Go on an adventure in the 4D movie, Journey 2: The Mysterious Island. Experience state-of-the-art video projection featuring wind, water, and other surprising effects! On Extreme Log Ride, a 4D roller coaster thrill, hang tight as you soar between cliffs, plunge over waterfalls and dive into crocodile-infested waters. Then saddle up for Desperados, a gaming ride where you're tasked with chasing after outlaws and engage in a Wild West shootout, firing pistols and all!",30.9,24.9,Museums,https://res.klook.com/image/upload/activities/8343cee4-Sentosa-4D-Adventureland.jpg,60000,4.2,1982,"['Bestseller', 'Instant confirmation', 'Combo: 5% off', 'Best Price Guarantee']",false
39,Kiztopia Ticket in Singapore (Woodleigh),https://www.klook.com/en-US/activity/89059-kiztopia-ticket-singapore-woodleigh/,"What to expect
Venture into the ‘deep blue sea’ and uncover 3,000 sq ft of ‘underwater exploration’ such as mega ball pits, trampoline, role-play room, sand pit and more! Climb through challenging obstacle courses, navigating your way through the submarine and exit at high speed into pools of mini ocean balls. Dive in! Frolic with Kiztopia Friends and wander off on an unforgettable sea adventure!",12,,Playgrounds,https://res.klook.com/image/upload/activities/samamudo5efig4i3eqwg.jpg,4000,4.4,87,"['Bestseller', 'Instant confirmation']",false
40,Bouncetopia by Kiztopia (Vivocity),https://www.klook.com/en-US/activity/81514-bouncetopia/,"What to expect
The brand new 6400 sqft Bouncetopia outlet by Kiztopia is now in VivoCity!

There will be 6 unique play concepts including 3 giant castle themed bouncy castles, spacious ball pit, all-time-favourite sand pit and fun activities in art and craft zone with different partners.

A unique entertainment and bonding experience for you and your little ones! Get your tickets now!",12,,Events & shows,https://res.klook.com/image/upload/activities/syyq9nf3ghxwvnlpyiuu.jpg,10000,4.6,162,"['Bestseller', 'Instant confirmation', 'Book now for today']",false
41,Snow City Singapore Ticket,https://www.klook.com/en-US/activity/1348-snow-play-session-in-snow-city-singapore/,"What to expect
If you are looking for a way to cool down while traveling in the tropics, it simply doesn't get any better than a day in the snow. Impossible? Not at all! Singapore Snow City is the first indoor snow center that brings all the fun of winter right into the heart of the busy tropical city. In Snow City, you will be able to relive all the pleasure of winter: slide in a sledge down a snowy slope, have a quick break in an igloo, marvel at ice sculptures, make snow angels or join in a snowball fight. Here in Snow City, every winter dream is possible!",16,12,Theme parks,https://res.klook.com/image/upload/activities/jpl8t4scka7ckufkbuiy.jpg,100000,4.2,3556,"['Bestseller', 'Instant confirmation', 'Book now for today']",false
42,165 Sky Dining by Singapore Flyer,https://www.klook.com/en-US/activity/143-singapore-flyer-dinner-singapore/,"165 Sky Dining by Singapore Flyer
Escape the bustling city crowd and enjoy a romantic dinner aboard the Singapore Flyer, one of the world’s largest observation wheels. Taking you up to a stunning 165 metres, the eponymous 165 Sky Dining by Singapore Flyer is the tallest revolving dining experience in Singapore, offering you an epicurean journey and an ever-changing perspective of the celebrated city. Indulge in an exquisite four-course dinner while savouring the breathtaking waterfront views of Marina Bay and the Singapore skyline. As you ascend into the clouds at sunset, immerse yourself in the magical view of the city gradually illuminating the tranquil night sky. 165 Sky Dining will take you on a multisensorial journey that transcends other rooftop dining experiences, making for an enchanting night like no other.",520,,Cable cars,https://res.klook.com/image/upload/activities/e0klghvwpwcxdzv2krcv.jpg,4000,4.5,254,['Bestseller'],false
43,SkyHelix Sentosa Ticket in Singapore,https://www.klook.com/en-US/activity/65992-skyhelix-sentosa-singapore-tickets/,"What to expect
Located at Imbiah Lookout, SkyHelix Sentosa is the highest open-air panoramic ride in Singapore that reveals breathtaking views as it gently rotates 35 meters above ground along with a vertical helix-like structure.

Guests will enjoy unparalleled 360° sights of Sentosa and the developing Greater Southern
Waterfront while dangling their feet in the air with a cool drink in hand. The ride’s apex is 79 meters above sea level, making it one of the highest vantage points on Sentosa.",20,18,Cable cars,https://res.klook.com/image/upload/activities/im1a5qriee4a58dhhtay.jpg,30000,4.7,1021,"['Bestseller', 'Instant confirmation', 'Combo: 10% off']",true
44,Bouncetopia by Kiztopia Ticket in Singapore (SAFRA CCK),https://www.klook.com/en-US/activity/93096-bouncetopia-ticket-singapore/,"What to expect
Calling all Superheroes! Gather your squad around and be ready to conquer the world! Showcase superhuman strength and balancing powers to tackle and ace through obstacle
courses, high-speed slides, climbing wall, parkour features and even a bouncy basketball court. Free your imagination and be the hero to save the day!",12,,Playgrounds,https://res.klook.com/image/upload/activities/o1noq6nfneg1mydbzanx.jpg,3000,4.8,46,"['Instant confirmation', 'Book now for today']",false
45,Golden Village (GV) Multiplex Singapore Everyday Movie Tickets & Annual Pass,https://www.klook.com/en-US/activity/34577-golden-village-cinema-everyday-movie-e-voucher/,"Highlights
Watch the latest movies at a Golden Village cinema near you with a quick and easy movie tickets
Buy tickets and enjoy a fully online redemption movie going experience and use your tickets on the official website or mobile app for booking your preferred showtimes before you head to the movie theatres
Choose your preferred movie showtimes and cinema location for a convenient entertainment experience
Buy tickets and treat yourself to movies at your leisure",14.5,12,Events & shows,https://res.klook.com/image/upload/activities/vprers4cwlyodeoibla6.jpg,100000,4.9,5685,"['Bestseller', 'Instant confirmation', 'Book now for today']",false
46,Splash@Kidz Amaze SAFRA Punggol Ticket in Singapore,https://www.klook.com/en-US/activity/51514-splashkidz-amaze-safra-punggol-admission/,"Highlights
Splash, Slide and Roll at Kidz Amaze SPLASH, one of Singapore's largest indoor water playgrounds
Specially designed kid-friendly playground arena consists of visually stunning interactive play elements to engage your child's sense of direction, motion and coordination
Friendly facilitators from Kidz Amaze to ensure play is both fun and safe
Learn as you Play at Kidz Amaze. SPLASH at Kidz Amaze has a designated toddler zone",18.2,,Playgrounds,https://res.klook.com/image/upload/activities/cx2mitou0qrej8ztz0pj.jpg,30000,4.7,469,"['Bestseller', 'Easy refund', 'Instant confirmation', 'Book now for today']",false
47,Pororo Park Singapore Ticket,https://www.klook.com/en-US/activity/21054-pororo-park-ticket-singapore/,"What to expect
The 11,000 sq ft park themed after Korea’s favourite animated show “Pororo,” is one of the largest in Singapore and is packed with different attractions and play areas. With new enhancements made in October 2022, the park will feature a bigger and more exciting play gym area and an upgraded toddler play area, while keeping its ever-popular Pororo Express train ride and Hinoki pit available for the fans.

If you’re looking for a great place in Singapore that will provide your family with good, wholesome fun, we welcome you to join Pororo & Friends today!",12,,Playgrounds,https://res.klook.com/image/upload/activities/cwqxio1sx16jxsq9xyl8.jpg,10000,4.7,529,"['Bestseller', 'Instant confirmation', 'Best Price Guarantee']",false
